Iteration CurSyncRatio NextSyncRatio
1164 22.8973 26.9388
1165 22.8973 26.9422
1166 22.8973 24.8019
1167 22.8973 26.2244
1168 22.8973 25.9227
1169 22.8973 27.3908
1170 22.8973 38.1968
1171 22.8973 23.2939
1172 23.2939 27.6444
1173 23.2939 22.8287
1174 22.8287 24.8774
1175 22.8287 25.7053
1176 22.8287 24.9867
1177 22.8287 24.1866
1178 22.8287 27.494
1179 22.8287 29.1547
1180 22.8287 25.9354
1181 22.8287 24.9317
1182 22.8287 24.8451
1183 22.8287 25.9514
1184 22.8287 27.3067
1185 22.8287 32.5926
1186 22.8287 27.5908
1187 22.8287 26.4481
1188 22.8287 24.6586
1189 22.8287 47.4632
1190 22.8287 27.1195
1191 22.8287 29.9159
1192 22.8287 25.2886
1193 22.8287 25.0096
1194 22.8287 25.1758
1195 22.8287 28.7799
1196 22.8287 26.772
1197 22.8287 26.0094
1198 22.8287 29.3523
1199 22.8287 31.7113
1200 22.8287 36.469
1201 22.8287 48.1914
1202 22.8287 23.092
1203 23.092 26.4759
1204 23.092 23.2075
1205 23.2075 26.689
1206 23.2075 28.4925
1207 23.2075 53.1444
1208 23.2075 25.6802
1209 23.2075 26.1563
1210 23.2075 33.5074
1211 23.2075 27.4264
1212 23.2075 23.1843
1213 23.1843 28.6948
1214 23.1843 27.4254
1215 23.1843 25.3875
1216 23.1843 37.2726
1217 23.1843 27.3774
1218 23.1843 25.0155
1219 23.1843 26.7868
1220 23.1843 37.56
1221 23.1843 29.7749
1222 23.1843 23.0978
1223 23.0978 27.0938
1224 23.0978 28.6633
1225 23.0978 24.5012
1226 23.0978 46.0697
1227 23.0978 25.5188
1228 23.0978 24.7296
1229 23.0978 47.0531
1230 23.0978 36.6306
1231 23.0978 25.5474
1232 23.0978 31.7555
1233 23.0978 35.9414
1234 23.0978 28.1687
1235 23.0978 22.4915
1236 22.4915 25.1204
1237 22.4915 31.763
1238 22.4915 30.6996
1239 22.4915 24.7843
1240 22.4915 24.4175
1241 22.4915 28.232
1242 22.4915 22.5681
1243 22.5681 28.4856
1244 22.5681 27.7385
1245 22.5681 30.8225
1246 22.5681 32.7163
1247 22.5681 24.6176
1248 22.5681 23.9737
1249 22.5681 22.8603
1250 22.5681 24.5679
1251 22.5681 26.7394
1252 22.5681 26.4311
1253 22.5681 29.9384
1254 22.5681 32.5734
1255 22.5681 24.9841
1256 22.5681 24.2743
1257 22.5681 32.0905
1258 22.5681 29.5946
1259 22.5681 29.4256
1260 22.5681 32.6432
1261 22.5681 22.382
1262 22.382 28.889
1263 22.382 28.1342
1264 22.382 25.2893
1265 22.382 26.7533
1266 22.382 28.754
1267 22.382 26.1603
1268 22.382 50.7899
1269 22.382 36.5817
1270 22.382 27.1494
1271 22.382 22.9507
1272 22.382 29.1462
1273 22.382 25.5149
1274 22.382 46.1247
1275 22.382 30.5584
1276 22.382 27.2163
1277 22.382 28.2771
1278 22.382 22.5253
1279 22.382 28.8322
1280 22.382 28.1752
1281 22.382 24.9134
1282 22.382 26.1653
1283 22.382 26.2648
1284 22.382 26.6659
1285 22.382 29.4744
1286 22.382 23.3993
1287 22.382 29.3645
1288 22.382 31.4571
1289 22.382 22.3582
1290 22.3582 23.9873
1291 22.3582 23.0647
1292 22.3582 49.4556
1293 22.3582 23.5833
1294 22.3582 26.4092
1295 22.3582 25.2906
1296 22.3582 33.6038
1297 22.3582 28.6413
1298 22.3582 26.7233
1299 22.3582 33.8843
1300 22.3582 28.0247
1301 22.3582 29.9956
1302 22.3582 23.3062
1303 22.3582 24.315
1304 22.3582 27.018
1305 22.3582 23.1484
1306 22.3582 25.9992
1307 22.3582 46.6501
1308 22.3582 26.7128
1309 22.3582 28.8614
1310 22.3582 26.3185
1311 22.3582 28.9264
1312 22.3582 28.7582
1313 22.3582 27.8074
1314 22.3582 23.6661
1315 22.3582 22.2509
1316 22.2509 26.2575
1317 22.2509 27.4525
1318 22.2509 29.0268
1319 22.2509 22.4829
1320 22.4829 22.4512
1321 22.4512 24.0031
1322 22.4512 23.5705
1323 22.4512 27.7332
1324 22.4512 25.0519
1325 22.4512 26.3614
1326 22.4512 28.7962
1327 22.4512 25.5298
1328 22.4512 27.4862
1329 22.4512 27.7375
1330 22.4512 28.0978
1331 22.4512 23.9219
1332 22.4512 27.5289
1333 22.4512 25.4467
1334 22.4512 28.5605
1335 22.4512 23.0856
1336 22.4512 24.7726
1337 22.4512 30.5842
1338 22.4512 24.6574
1339 22.4512 25.4519
1340 22.4512 28.2557
1341 22.4512 28.326
1342 22.4512 24.1358
1343 22.4512 30.4327
1344 22.4512 29.4365
1345 22.4512 25.8558
1346 22.4512 44.3856
1347 22.4512 25.7585
1348 22.4512 22.53
1349 22.53 29.1089
1350 22.53 25.9838
1351 22.53 28.9836
1352 22.53 22.4508
1353 22.4508 29.1635
1354 22.4508 24.319
1355 22.4508 28.2355
1356 22.4508 29.2408
1357 22.4508 25.9856
1358 22.4508 23.1956
1359 22.4508 22.4241
1360 22.4241 26.0829
1361 22.4241 31.7418
1362 22.4241 36.1396
1363 22.4241 26.2273
1364 22.4241 28.1958
1365 22.4241 26.749
1366 22.4241 27.3218
1367 22.4241 26.5357
1368 22.4241 22.3977
1369 22.3977 27.1858
1370 22.3977 24.3035
1371 22.3977 23.57
1372 22.3977 32.0991
1373 22.3977 27.7971
1374 22.3977 21.9524
1375 21.9524 26.4437
1376 21.9524 35.311
1377 21.9524 24.7088
1378 21.9524 26.6605
1379 21.9524 23.1181
1380 21.9524 26.6527
1381 21.9524 25.7807
1382 21.9524 22.3195
1383 21.9524 28.5692
1384 21.9524 27.6587
1385 21.9524 24.8016
1386 21.9524 27.399
1387 21.9524 26.9899
1388 21.9524 25.4365
1389 21.9524 22.8062
1390 21.9524 25.0574
1391 21.9524 25.3458
1392 21.9524 26.0882
1393 21.9524 25.8489
1394 21.9524 28.868
1395 21.9524 28.1413
1396 21.9524 28.5197
1397 21.9524 34.8201
1398 21.9524 36.7512
1399 21.9524 22.6078
1400 21.9524 28.2967
1401 21.9524 25.367
1402 21.9524 37.3769
1403 21.9524 29.5941
1404 21.9524 28.2646
1405 21.9524 28.8018
1406 21.9524 27.0214
1407 21.9524 26.072
1408 21.9524 24.8535
1409 21.9524 21.6139
1410 21.6139 23.5778
1411 21.6139 24.2143
1412 21.6139 29.2714
1413 21.6139 25.9547
1414 21.6139 22.7471
1415 21.6139 33.2135
1416 21.6139 39.5728
1417 21.6139 28.9925
1418 21.6139 24.4951
1419 21.6139 22.671
1420 21.6139 31.1582
1421 21.6139 36.6462
1422 21.6139 25.9713
1423 21.6139 27.8443
1424 21.6139 31.6476
1425 21.6139 24.1553
1426 21.6139 23.2318
1427 21.6139 21.6859
1428 21.6859 22.1129
1429 21.6859 23.3452
1430 21.6859 25.1487
1431 21.6859 29.8022
1432 21.6859 35.0032
1433 21.6859 31.1806
1434 21.6859 25.9063
1435 21.6859 24.6443
1436 21.6859 31.9939
1437 21.6859 23.0453
1438 21.6859 25.6392
1439 21.6859 22.9838
1440 21.6859 25.8729
1441 21.6859 23.3817
1442 21.6859 24.3907
1443 21.6859 27.9856
1444 21.6859 23.0507
1445 21.6859 26.5899
1446 21.6859 31.2957
1447 21.6859 21.6302
1448 21.6302 25.9926
1449 21.6302 28.438
1450 21.6302 24.2805
1451 21.6302 33.2881
1452 21.6302 26.4738
1453 21.6302 29.0566
1454 21.6302 24.1774
1455 21.6302 29.7236
1456 21.6302 25.5649
1457 21.6302 25.9834
1458 21.6302 22.1232
1459 21.6302 24.5851
1460 21.6302 23.0393
1461 21.6302 24.6456
1462 21.6302 24.8996
1463 21.6302 25.1725
1464 21.6302 28.2577
1465 21.6302 21.5688
1466 21.5688 26.3406
1467 21.5688 29.8562
1468 21.5688 26.1346
1469 21.5688 26.542
1470 21.5688 28.1232
1471 21.5688 27.7556
1472 21.5688 30.7437
1473 21.5688 27.4461
1474 21.5688 23.0578
1475 21.5688 24.8421
1476 21.5688 21.6591
1477 21.6591 24.77
1478 21.6591 21.6363
1479 21.6363 22.3805
1480 21.6363 22.8496
1481 21.6363 29.1083
1482 21.6363 31.8392
1483 21.6363 25.401
1484 21.6363 25.6148
1485 21.6363 23.0471
1486 21.6363 35.3476
1487 21.6363 22.6557
1488 21.6363 26.8649
1489 21.6363 25.1117
1490 21.6363 24.9968
1491 21.6363 33.5129
1492 21.6363 25.5375
1493 21.6363 24.9253
1494 21.6363 22.4546
1495 21.6363 25.9416
1496 21.6363 27.3805
1497 21.6363 21.5748
1498 21.5748 22.5922
1499 21.5748 22.7426
1500 21.5748 25.0302
1501 21.5748 25.1882
1502 21.5748 26.4797
1503 21.5748 25.2348
1504 21.5748 23.2235
1505 21.5748 22.4089
1506 21.5748 25.5033
1507 21.5748 23.3403
1508 21.5748 24.4415
1509 21.5748 23.1717
1510 21.5748 23.0769
1511 21.5748 28.7355
1512 21.5748 21.6612
1513 21.5748 21.422
1514 21.422 22.5082
1515 21.422 23.2681
1516 21.422 23.3974
1517 21.422 22.1825
1518 21.422 23.7015
1519 21.422 27.647
1520 21.422 27.1295
1521 21.422 28.1122
1522 21.422 23.9709
1523 21.422 22.9871
1524 21.422 21.3503
1525 21.3503 21.1072
1526 21.1072 23.8699
1527 21.1072 21.1419
1528 21.1419 23.2099
1529 21.1419 22.3765
1530 21.1419 23.0465
1531 21.1419 23.6341
1532 21.1419 22.7365
1533 21.1419 22.0697
1534 21.1419 22.7179
1535 21.1419 32.1765
1536 21.1419 24.5126
1537 21.1419 30.4458
1538 21.1419 26.1862
1539 21.1419 22.8208
1540 21.1419 27.9202
1541 21.1419 21.1018
1542 21.1018 25.5124
1543 21.1018 21.9553
1544 21.1018 28.4288
1545 21.1018 24.6381
1546 21.1018 27.7891
1547 21.1018 27.3808
1548 21.1018 23.4519
1549 21.1018 23.821
1550 21.1018 22.1984
1551 21.1018 24.5755
1552 21.1018 27.9048
1553 21.1018 23.6514
1554 21.1018 28.2307
1555 21.1018 34.9684
1556 21.1018 25.6461
1557 21.1018 21.8713
1558 21.1018 24.5133
1559 21.1018 27.2149
1560 21.1018 23.4772
1561 21.1018 26.1906
1562 21.1018 32.0576
1563 21.1018 21.8906
1564 21.1018 23.5974
1565 21.1018 24.9309
1566 21.1018 22.3282
1567 21.1018 26.6449
1568 21.1018 26.7569
1569 21.1018 20.7663
1570 20.7663 27.5408
1571 20.7663 27.6976
1572 20.7663 24.5087
1573 20.7663 22.5908
1574 20.7663 30.9376
1575 20.7663 22.4763
1576 20.7663 23.5101
1577 20.7663 22.0836
1578 20.7663 20.6685
1579 20.6685 27.3607
1580 20.6685 25.5794
1581 20.6685 23.5964
1582 20.6685 23.7178
1583 20.6685 28.5655
1584 20.6685 22.6208
1585 20.6685 46.2471
1586 20.6685 27.5061
1587 20.6685 21.3674
1588 20.6685 21.8909
1589 20.6685 20.6377
1590 20.6377 25.7084
1591 20.6377 26.06
1592 20.6377 24.3578
1593 20.6377 23.8867
1594 20.6377 25.2878
1595 20.6377 23.2933
1596 20.6377 25.8193
1597 20.6377 24.0355
1598 20.6377 26.7236
1599 20.6377 27.7464
1600 20.6377 25.594
1601 20.6377 24.8163
1602 20.6377 28.7724
1603 20.6377 23.5627
1604 20.6377 23.6941
1605 20.6377 20.5473
1606 20.5473 22.2519
1607 20.5473 21.1383
1608 20.5473 20.8972
1609 20.5473 25.8634
1610 20.5473 25.9606
1611 20.5473 23.3936
1612 20.5473 29.0236
1613 20.5473 27.7905
1614 20.5473 26.0107
1615 20.5473 26.0842
1616 20.5473 21.6327
1617 20.5473 25.6755
1618 20.5473 24.1886
1619 20.5473 27.9344
1620 20.5473 20.5564
1621 20.5473 24.6532
1622 20.5473 21.8316
1623 20.5473 25.4868
1624 20.5473 24.0807
1625 20.5473 22.2244
1626 20.5473 26.8005
1627 20.5473 21.6108
1628 20.5473 22.928
1629 20.5473 22.4885
1630 20.5473 23.6431
1631 20.5473 28.2472
1632 20.5473 26.5112
1633 20.5473 20.0932
1634 20.0932 22.3863
1635 20.0932 24.9011
1636 20.0932 21.1884
1637 20.0932 23.455
1638 20.0932 23.4155
1639 20.0932 27.0142
1640 20.0932 25.4551
1641 20.0932 21.2506
1642 20.0932 21.7291
1643 20.0932 20.7628
1644 20.0932 25.9594
1645 20.0932 21.2366
1646 20.0932 28.5664
1647 20.0932 28.7762
1648 20.0932 24.3272
1649 20.0932 21.3606
1650 20.0932 21.8499
1651 20.0932 26.7016
1652 20.0932 25.8331
1653 20.0932 23.385
1654 20.0932 22.211
1655 20.0932 22.0716
1656 20.0932 24.5919
1657 20.0932 21.7604
1658 20.0932 20.8828
1659 20.0932 21.9348
1660 20.0932 26.8431
1661 20.0932 21.9157
1662 20.0932 27.1548
1663 20.0932 26.125
1664 20.0932 22.4088
1665 20.0932 24.4552
1666 20.0932 23.0968
1667 20.0932 22.6474
1668 20.0932 21.4391
1669 20.0932 30.5631
1670 20.0932 23.2387
1671 20.0932 26.1475
1672 20.0932 23.668
1673 20.0932 23.7629
1674 20.0932 22.9139
1675 20.0932 24.3589
1676 20.0932 23.8308
1677 20.0932 22.7225
1678 20.0932 21.4073
1679 20.0932 27.1982
1680 20.0932 28.2612
1681 20.0932 26.6449
1682 20.0932 22.2192
1683 20.0932 22.1187
1684 20.0932 26.0554
1685 20.0932 22.6313
1686 20.0932 29.5532
1687 20.0932 28.229
1688 20.0932 25.5873
1689 20.0932 21.5176
1690 20.0932 23.059
1691 20.0932 29.4185
1692 20.0932 22.3545
1693 20.0932 22.8073
1694 20.0932 23.2497
1695 20.0932 27.7804
1696 20.0932 21.0493
1697 20.0932 24.8861
1698 20.0932 24.615
1699 20.0932 28.4697
1700 20.0932 21.2761
1701 20.0932 27.4735
1702 20.0932 21.5701
1703 20.0932 26.7868
1704 20.0932 28.6604
1705 20.0932 21.6946
1706 20.0932 22.4597
1707 20.0932 22.473
1708 20.0932 32.8409
1709 20.0932 24.7728
1710 20.0932 22.4019
1711 20.0932 23.9875
1712 20.0932 28.1801
1713 20.0932 28.9755
1714 20.0932 30.9347
1715 20.0932 27.7214
1716 20.0932 27.0532
1717 20.0932 19.6635
1718 19.6635 25.8749
1719 19.6635 22.9705
1720 19.6635 28.01
1721 19.6635 27.8758
1722 19.6635 28.0143
1723 19.6635 22.1976
1724 19.6635 23.7853
1725 19.6635 20.4692
1726 19.6635 24.2604
1727 19.6635 24.3391
1728 19.6635 24.1379
1729 19.6635 21.5544
1730 19.6635 25.8405
1731 19.6635 22.3942
1732 19.6635 27.9987
1733 19.6635 20.4893
1734 19.6635 22.7205
1735 19.6635 22.0618
1736 19.6635 23.6517
1737 19.6635 25.1882
1738 19.6635 27.4953
1739 19.6635 27.7941
1740 19.6635 23.1172
1741 19.6635 26.3101
1742 19.6635 27.0353
1743 19.6635 19.701
1744 19.6635 22.5514
1745 19.6635 25.2247
1746 19.6635 27.4318
1747 19.6635 27.6055
1748 19.6635 24.7414
1749 19.6635 27.2865
1750 19.6635 23.5642
1751 19.6635 21.899
1752 19.6635 23.7805
1753 19.6635 24.1196
1754 19.6635 23.3945
1755 19.6635 24.2573
1756 19.6635 26.3116
1757 19.6635 25.3097
1758 19.6635 24.2859
1759 19.6635 23.5237
1760 19.6635 21.1503
1761 19.6635 24.775
1762 19.6635 23.6974
1763 19.6635 21.8255
1764 19.6635 21.8381
1765 19.6635 25.2501
1766 19.6635 20.4635
1767 19.6635 28.2791
1768 19.6635 22.0786
1769 19.6635 29.7836
1770 19.6635 28.2198
1771 19.6635 24.225
1772 19.6635 21.7917
1773 19.6635 25.2192
1774 19.6635 25.8212
1775 19.6635 21.8502
1776 19.6635 25.6129
1777 19.6635 26.2866
1778 19.6635 21.4816
1779 19.6635 21.2497
1780 19.6635 21.3479
1781 19.6635 26.5897
1782 19.6635 25.8695
1783 19.6635 19.8126
1784 19.6635 30.4983
1785 19.6635 21.9358
1786 19.6635 27.5795
1787 19.6635 25.2897
1788 19.6635 27.5806
1789 19.6635 27.5548
1790 19.6635 23.2087
1791 19.6635 30.4988
1792 19.6635 22.6641
1793 19.6635 22.7966
1794 19.6635 23.6119
1795 19.6635 25.4673
1796 19.6635 22.1911
1797 19.6635 20.5322
1798 19.6635 25.6657
1799 19.6635 24.3475
1800 19.6635 21.9685
1801 19.6635 21.0862
1802 19.6635 24.9272
1803 19.6635 22.001
1804 19.6635 21.4178
1805 19.6635 23.8476
1806 19.6635 21.4006
1807 19.6635 21.498
1808 19.6635 27.3329
1809 19.6635 20.8175
1810 19.6635 22.6966
1811 19.6635 21.7942
1812 19.6635 27.7733
1813 19.6635 20.3922
1814 19.6635 22.6384
1815 19.6635 22.4949
1816 19.6635 22.9391
1817 19.6635 28.0732
1818 19.6635 20.37
1819 19.6635 27.6531
1820 19.6635 22.2081
1821 19.6635 19.5
1822 19.5 21.1848
1823 19.5 23.5613
1824 19.5 21.3657
1825 19.5 25.8101
1826 19.5 26.7114
1827 19.5 23.9531
1828 19.5 22.4672
1829 19.5 22.0722
1830 19.5 23.5938
1831 19.5 21.2616
1832 19.5 23.0311
1833 19.5 22.7935
1834 19.5 24.7673
1835 19.5 22.689
1836 19.5 21.4436
1837 19.5 24.4893
